city,abbr,xzl_name,xzl_addr,xzl_price,xzl_lng,xzl_lat
北京,beijing,瑞都国际中心,通州九棵树|距离地铁八通线九棵树站122米,2.8元/㎡/天,116.662702,39.895852
北京,beijing,冠辉大厦,石景山苹果园|距离地铁6号线杨庄站819米,3元/㎡/天,116.196962,39.941132
北京,beijing,国永融通大厦,海淀西北旺|距离地铁13号线西二旗站1191米,6.5元/㎡/天,116.299927,40.054409
北京,beijing,君天大厦,朝阳四惠|距离地铁八通线四惠东站490米,4.94元/㎡/天,116.5212764,39.9105837
北京,beijing,国瑞金嵿,大兴亦庄|距离地铁亦庄线荣京东街站589米,4.31元/㎡/天,116.5151657,39.7956658
北京,beijing,龙源文化创意园,朝阳四惠|距离地铁1号线四惠东站693米,5.69元/㎡/天,116.517195,39.910079
北京,beijing,北辰世纪中心,朝阳奥林匹克公园|距离地铁15号线奥林匹克公园站395米,8.18元/㎡/天,116.394318,40.006517
北京,beijing,商房大厦,西城德胜门|距离地铁8号线北段安华桥站756米,7元/㎡/天,116.3917633,39.9752472
北京,beijing,龙绍衡大厦,东城和平里|距离地铁5号线和平里北街站657米,7元/㎡/天,116.430171,39.960341
北京,beijing,紫玉写字楼,海淀甘家口|距离地铁6号线花园桥站422米,7.5元/㎡/天,116.318203,39.934625
北京,beijing,康得大厦,海淀上地|距离地铁13号线清河站899米,5.65元/㎡/天,116.3106938,40.0488725
北京,beijing,盈坤世纪,丰台科技园区|距离地铁9号线丰台科技园站616米,4.5元/㎡/天,116.3107424,39.8324505
北京,beijing,北京富凯大厦,西城金融街|距离地铁1号线复兴门站854米,23元/㎡/天,116.365774,39.920617
北京,beijing,ECO中科爱克,海淀中关村|距离地铁10号线知春里站521米,9元/㎡/天,116.337878,39.98654
北京,beijing,亚太大厦,朝阳朝外大街|距离地铁2号线建国门站675米,8.8元/㎡/天,116.442976,39.920548
北京,beijing,长安兴融中心,西城金融街|距离地铁1号线复兴门站470米,26元/㎡/天,116.368699,39.910396
北京,beijing,嘉悦广场,大兴西红门|距离地铁4号线大兴线西红门站531米,4.5元/㎡/天,116.3301985,39.7925973
北京,beijing,金基业大厦,朝阳安贞|距离地铁5号线惠新西街南口站558米,6.71元/㎡/天,116.420593,39.97901
北京,beijing,时代财富天地,丰台科技园区|距离地铁9号线科怡路站831米,4.71元/㎡/天,116.294128,39.838026
北京,beijing,得实大厦,海淀上地|距离地铁13号线清河站702米,3.5元/㎡/天,116.314918,40.051527
北京,beijing,紫光发展大厦,朝阳惠新西街|距离地铁5号线惠新西街南口站642米,9.5元/㎡/天,116.429801,39.986985
北京,beijing,东园文化创意广场,朝阳来广营|距离地铁15号线望京东站1643米,3.8元/㎡/天,116.511878,40.013201
北京,beijing,天通泰科技金融谷,大兴亦庄东区|距离地铁亦庄线经海路站430米,3.1元/㎡/天,116.5659267,39.786387
北京,beijing,新恒基国际大厦,朝阳麦子店|距离地铁10号线三元桥站955米,7元/㎡/天,116.474098,39.963848
北京,beijing,嘉捷box企业汇,大兴亦庄|距离地铁亦庄线荣京东街站2639米,2.21元/㎡/天,116.543086,39.815135
北京,beijing,奈伦大厦,丰台六里桥|距离地铁10号线六里桥站547米,6.5元/㎡/天,116.313622,39.8902461
北京,beijing,恒兴大厦,海淀中关村|距离地铁10号线知春里站796米,7.5元/㎡/天,116.339493,39.988729
北京,beijing,嘉泰国际大厦,朝阳CBD|距离地铁1号线四惠站1062米,5元/㎡/天,116.494369,39.9223662
北京,beijing,东枫曙光中心,朝阳太阳宫|距离地铁10号线三元桥站735米,7.5元/㎡/天,116.455095,39.968116
北京,beijing,中关村创业大厦,海淀上地|距离地铁13号线清河站539米,10元/㎡/天,116.317876,40.043111
北京,beijing,弘源首著大厦,海淀上地|距离地铁13号线清河站778米,7元/㎡/天,116.312291,40.049318
北京,beijing,兴创大厦,大兴高米店|距离地铁4号线大兴线高米店南站97米,4元/㎡/天,116.337502,39.768545
北京,beijing,国际财经中心B座,海淀花园桥|距离地铁6号线花园桥站361米,9元/㎡/天,116.315883,39.94136
北京,beijing,尚信大厦,西城长椿街|距离地铁2号线长椿街站442米,6.5元/㎡/天,116.3748608,39.9065077
北京,beijing,瑞赛大厦15层,朝阳国贸|距离地铁10号线国贸站402米,7元/㎡/天,116.4695479,39.9112329
北京,beijing,泰华龙旗广场,昌平回龙观|距离地铁8号线北段育新站705米,6元/㎡/天,116.35366,40.07245
北京,beijing,启皓大厦,朝阳燕莎|距离地铁10号线亮马桥站548米,1.21元/㎡/天,116.462771,39.9531987
北京,beijing,联信国际大厦,朝阳四惠|距离地铁1号线四惠东站663米,4.5元/㎡/天,116.515494,39.91781
北京,beijing,中骐美东产业园,大兴亦庄|距离地铁亦庄线荣昌东街站820米,3.2元/㎡/天,116.530123,39.781994
北京,beijing,荣京丽都写字楼,大兴亦庄|距离地铁亦庄线荣京东街站219米,2.8元/㎡/天,116.517689,39.80077
北京,beijing,万通中心,朝阳CBD|距离地铁6号线东大桥站524米,8.9元/㎡/天,116.463006,39.925664
北京,beijing,华业国际中心,朝阳慈云寺|距离地铁6号线金台路站871米,4.67元/㎡/天,116.493982,39.924948
北京,beijing,宝能中心,朝阳望京|距离地铁14号线(东)望京南站458米,8元/㎡/天,116.4853593,39.9938937
北京,beijing,东亿国际传媒产业园,朝阳高碑店|距离地铁八通线高碑店站743米,6元/㎡/天,116.5457489,39.9188214
北京,beijing,外经贸大厦,西城阜成门|距离地铁2号线阜成门站748米,7.22元/㎡/天,116.3541509,39.9285939
北京,beijing,紫金大厦,海淀苏州桥|距离地铁10号线苏州街站1022米,6.5元/㎡/天,116.314677,39.972647
北京,beijing,嘉捷BDA企业汇,大兴亦庄|距离地铁亦庄线经海路站1134米,2.25元/㎡/天,116.565173,39.77972
北京,beijing,万通金融中心,西城阜成门|距离地铁2号线阜成门站203米,7.43元/㎡/天,116.360782,39.928588
北京,beijing,北京云基地,大兴亦庄|距离地铁亦庄线荣京东街站1898米,3.59元/㎡/天,116.502051,39.789333
北京,beijing,东升科技园-BJ,海淀清河|距离地铁8号线北段西小口站583米,4.5元/㎡/天,116.363553,40.049452
北京,beijing,TBD云集中心,昌平霍营|距离地铁8号线北段平西府站1722米,4.68元/㎡/天,116.373773,40.104729
北京,beijing,四季阳光产业园,海淀香山|距离地铁6号线廖公庄站1496米,3.3元/㎡/天,116.240428,39.950383
北京,beijing,冠辉商务大厦,石景山苹果园|距离地铁6号线杨庄站819米,3.3元/㎡/天,116.196962,39.941132
北京,beijing,航港kaso,顺义机场|距离地铁15号线南法信站1562米,3.3元/㎡/天,116.61527,40.12046
北京,beijing,中国国际科技会展中心,朝阳安贞|距离地铁10号线健德门站300米,6.5元/㎡/天,116.388724,39.980234
北京,beijing,方正国际大厦,海淀中关村|距离地铁4号线大兴线中关村站297米,11元/㎡/天,116.319667,39.990515
北京,beijing,北京电影学院影视文化产业创新园,朝阳常营|距离地铁6号线褡裢坡站2021米,4元/㎡/天,116.552471,39.94182
北京,beijing,恒基中心,东城北京站|距离地铁2号线北京站站224米,6.5元/㎡/天,116.434582,39.912986
北京,beijing,半壁店1号文化产业园,朝阳高碑店|距离地铁7号线化工站1917米,4.34元/㎡/天,116.532416,39.895164
北京,beijing,达美中心广场,朝阳朝青板块|距离地铁6号线青年路站1547米,7元/㎡/天,116.5227297,39.9433332
北京,beijing,亦城国际中心,大兴亦庄|距离地铁亦庄线万源街站195米,3.9元/㎡/天,116.5099768,39.8083851
北京,beijing,北辰时代大厦,朝阳亚运村|距离地铁5号线惠新西街北口站937米,15元/㎡/天,116.413258,39.997156
北京,beijing,太阳宫大厦,朝阳太阳宫|距离地铁10号线太阳宫站160米,8.57元/㎡/天,116.453816,39.976947
北京,beijing,北工大软件园,大兴亦庄|距离地铁亦庄线荣京东街站1898米,2.72元/㎡/天,116.502051,39.789333
北京,beijing,华丽大厦,东城东单|距离地铁5号线灯市口站697米,9元/㎡/天,116.431711,39.921211
北京,beijing,量子银座大厦,海淀知春路|距离地铁10号线知春路站355米,9.05元/㎡/天,116.35247,39.983247
北京,beijing,华夏幸福创新中心,丰台科技园区|距离地铁9号线丰台科技园站400米,5.5元/㎡/天,116.308041,39.830212
北京,beijing,恒通商务园,朝阳酒仙桥|距离地铁14号线(东)将台站882米,4.5元/㎡/天,116.500024,39.984329
北京,beijing,世茂大厦,朝阳CBD|距离地铁14号线(东)大望路站415米,11元/㎡/天,116.477586,39.913443
北京,beijing,华表大厦,朝阳柳芳|距离地铁13号线柳芳站583米,8元/㎡/天,116.43477,39.968034
北京,beijing,金地中心,朝阳CBD|距离地铁14号线(东)大望路站142米,10元/㎡/天,116.481155,39.915
北京,beijing,金宝大厦,东城灯市口|距离地铁5号线灯市口站246米,11元/㎡/天,116.426406,39.92221
北京,beijing,雨霖大厦,朝阳呼家楼|距离地铁6号线呼家楼站272米,7.5元/㎡/天,116.465537,39.927665
北京,beijing,丰台科技园创新大厦,丰台看丹桥|距离地铁9号线丰台南路站937米,3.5元/㎡/天,116.292092,39.845602
北京,beijing,金融街万科丰科中心,丰台丰台周边|距离地铁9号线科怡路站717米,7元/㎡/天,116.3107767,39.8350817
北京,beijing,宫霄国际,朝阳呼家楼|距离地铁6号线东大桥站260米,7.93元/㎡/天,116.458519,39.926308
北京,beijing,大地时尚文化创意园,朝阳双桥|距离地铁八通线传媒大学站1220米,3.17元/㎡/天,116.559471,39.904337
北京,beijing,FBS京汇大厦,朝阳CBD|距离地铁10号线国贸站272米,8元/㎡/天,116.469638,39.912496
北京,beijing,群英科技园,海淀上地|距离地铁13号线清河站290米,5.7元/㎡/天,116.317706,40.046782
北京,beijing,紫成创业园,海淀马连洼|距离地铁16号线农大南路站1343米,4.8元/㎡/天,116.3017386,40.0345936
北京,beijing,馨雅大厦,海淀四季青|距离地铁10号线车道沟站1707米,4.8元/㎡/天,116.281198,39.959541
北京,beijing,皇城国际大厦,东城安定门|距离地铁2号线安定门站698米,9.71元/㎡/天,116.4152402,39.9616908
北京,beijing,金泰开阳大厦,西城陶然亭|距离地铁4号线大兴线陶然亭站882米,5.5元/㎡/天,116.374719,39.878265
北京,beijing,易亨大厦,朝阳惠新西街|距离地铁5号线和平西桥站166米,8元/㎡/天,116.422633,39.974999
北京,beijing,宏福大厦,昌平北七家|距离地铁8号线北段平西府站2048米,3.5元/㎡/天,116.376599,40.106734
北京,beijing,金苑大厦,朝阳北苑|距离地铁5号线北苑路北站549米,5.7元/㎡/天,116.424395,40.041749
北京,beijing,中航科技大厦,海淀知春路|距离地铁13号线知春路站503米,6.5元/㎡/天,116.3427214,39.9816051
北京,beijing,华一控股大厦,海淀中关村|距离地铁10号线苏州街站672米,13元/㎡/天,116.314358,39.987615
北京,beijing,中关村SOHO,海淀中关村|距离地铁4号线大兴线中关村站565米,6.97元/㎡/天,116.316464,39.989632
北京,beijing,新华科技大厦,朝阳酒仙桥|距离地铁14号线(东)将台站1404米,5元/㎡/天,116.509262,39.969232
北京,beijing,金隅嘉华大厦,海淀上地|距离地铁13号线清河站780米,6.76元/㎡/天,116.314673,40.042272
北京,beijing,清华同方科技广场,海淀五道口|距离地铁15号线清华东路西口站132米,9.2元/㎡/天,116.345825,40.005128
北京,beijing,紫荆花孵化园,海淀公主坟|距离地铁1号线万寿路站863米,6.01元/㎡/天,116.3020778,39.9214582
北京,beijing,京粮大厦,朝阳双井|距离地铁7号线双井站752米,7.29元/㎡/天,116.4691264,39.9059265
北京,beijing,硅谷亮城,海淀上地|距离地铁13号线上地站988米,5元/㎡/天,116.3176471,40.0333266
北京,beijing,东方科技园,朝阳酒仙桥|距离地铁14号线(东)东风北桥站949米,4.28元/㎡/天,116.5032837,39.9667455
北京,beijing,铜牛国际大厦,朝阳CBD|距离地铁14号线(东)大望路站792米,8元/㎡/天,116.476704,39.91977
北京,beijing,贞观国际,大兴亦庄|距离地铁亦庄线万源街站2871米,2.72元/㎡/天,116.5414626,39.8215481
北京,beijing,北京招商局大厦,朝阳CBD|距离地铁10号线国贸站211米,13元/㎡/天,116.469773,39.913171
北京,beijing,世宁大厦,海淀知春路|距离地铁10号线西土城站1051米,9元/㎡/天,116.358657,39.991369
北京,beijing,金海商富中心,朝阳百子湾|距离地铁7号线百子湾站266米,6元/㎡/天,116.501748,39.900736
北京,beijing,中国电影导演中心,朝阳酒仙桥|距离地铁14号线(东)望京南站1264米,7.2元/㎡/天,116.501255,39.996241
北京,beijing,NET大厦,朝阳北苑|距离地铁13号线北苑站1274米,5.5元/㎡/天,116.440472,40.0374484
北京,beijing,惠通时代广场写字楼,朝阳朝青板块|距离地铁6号线青年路站2041米,5.8元/㎡/天,116.545552,39.937129
北京,beijing,中海地产广场,东城永定门|距离地铁14号线(东)永定门外站906米,8元/㎡/天,116.395816,39.876715
北京,beijing,金融街园中园,通州物资学院路|距离地铁6号线物资学院路站2026米,2.35元/㎡/天,116.6431913,39.9511965
北京,beijing,财富西环大厦,丰台菜户营|距离地铁7号线广安门内站2172米,3.22元/㎡/天,116.354369,39.877587
北京,beijing,保利大都汇,通州北关|距离地铁6号线通州北关站551米,4元/㎡/天,116.6646992,39.9204691
北京,beijing,新宇科技大厦,大兴亦庄|距离地铁亦庄线荣京东街站2029米,2.5元/㎡/天,116.537183,39.811978
北京,beijing,崇新创意大厦,石景山苹果园|距离地铁6号线杨庄站792米,3.4元/㎡/天,116.195564,39.941116
北京,beijing,辉煌时代大厦,海淀中关村|距离地铁4号线大兴线中关村站429米,15元/㎡/天,116.31809,39.990475
北京,beijing,北京中国梦谷,大兴亦庄|距离地铁亦庄线荣京东街站1908米,3.04元/㎡/天,116.5354986,39.8117592
北京,beijing,天成科技大厦,西城德胜门|距离地铁8号线北段安德里北街站1388米,4.51元/㎡/天,116.3852628,39.9673989
北京,beijing,鸿儒大厦,西城车公庄|距离地铁6号线车公庄站407米,5元/㎡/天,116.3564944,39.9387055
北京,beijing,中融信托北京园区,朝阳酒仙桥|距离地铁14号线(东)东风北桥站1687米,8.5元/㎡/天,116.511985,39.961667
北京,beijing,宏源大厦,朝阳酒仙桥|距离地铁14号线(东)望京南站747米,6.3元/㎡/天,116.497178,39.991114
北京,beijing,东郎（通州）电影创意产业园,通州九棵树|距离地铁八通线九棵树站1140米,6.54元/㎡/天,116.6569227,39.8877126
北京,beijing,望京诚盈中心,朝阳来广营|距离地铁14号线(东)来广营站157米,7.8元/㎡/天,116.471909,40.026881
北京,beijing,联邦国际商务中心,大兴亦庄|距离地铁亦庄线荣京东街站1210米,2.8元/㎡/天,116.5093324,39.7922657
北京,beijing,纳特园区,通州马驹桥,1.2元/㎡/天,116.552107,39.739419
北京,beijing,LG双子座大厦,朝阳国贸|距离地铁1号线永安里站188米,11元/㎡/天,116.455128,39.913398
北京,beijing,北京浦项中心,朝阳望京|距离地铁15号线望京东站514米,10.5元/㎡/天,116.4952936,40.0049203
北京,beijing,瀚海花园大厦,丰台右安门|距离地铁14号线(东)北京南站站602米,7.21元/㎡/天,116.380237,39.874842
北京,beijing,青年公社,朝阳朝青板块|距离地铁6号线青年路站286米,3.7元/㎡/天,116.5206402,39.928673
北京,beijing,东玖大厦,东城广渠门|距离地铁7号线广渠门内站647米,7.03元/㎡/天,116.4471329,39.8962636
北京,beijing,万利中心,朝阳双井|距离地铁14号线(东)大望路站829米,11.05元/㎡/天,116.475711,39.908713
北京,beijing,赛特大厦,朝阳建外大街|距离地铁2号线建国门站476米,9元/㎡/天,116.44735,39.912681
北京,beijing,汇中广场,朝阳北苑|距离地铁5号线北苑路北站376米,5元/㎡/天,116.4207208,40.0385347
北京,beijing,外运大厦,朝阳安贞|距离地铁10号线安贞门站148米,15元/㎡/天,116.4110498,39.9841801
北京,beijing,新洲商务大厦,海淀定慧寺|距离地铁10号线西钓鱼台站961米,4元/㎡/天,116.2929354,39.9298123
北京,beijing,嘉德长实科技园,大兴亦庄|距离地铁亦庄线万源街站1119米,3.08元/㎡/天,116.5247267,39.811417
北京,beijing,中航技广场,大兴亦庄|距离地铁亦庄线荣昌东街站437米,3.99元/㎡/天,116.5238331,39.7869412
北京,beijing,中泰国际,朝阳常营|距离地铁6号线褡裢坡站904米,3.2元/㎡/天,116.564433,39.936613
北京,beijing,依斯特大厦,海淀四季青|距离地铁10号线火器营站1663米,6.28元/㎡/天,116.280679,39.962813
北京,beijing,裕京大厦(办公),海淀学院路|距离地铁15号线六道口站462米,5.5元/㎡/天,116.358497,40.010817
北京,beijing,上地大厦,海淀上地|距离地铁13号线上地站692米,5元/㎡/天,116.3187892,40.0393031
北京,beijing,中国华融大厦,西城金融街|距离地铁2号线阜成门站605米,10元/㎡/天,116.367087,39.925175
北京,beijing,诚海大厦,石景山苹果园|距离地铁6号线杨庄站738米,3.2元/㎡/天,116.193204,39.940649
北京,beijing,中国电科太极信息技术产业园,朝阳来广营|距离地铁14号线(东)来广营站562米,11元/㎡/天,116.479588,40.028065
北京,beijing,华腾世纪总部公园E1座,朝阳八里庄|距离地铁1号线四惠东站480米,4.5元/㎡/天,116.517698,39.917423
北京,beijing,山水铂宫,朝阳朝外大街|距离地铁6号线东大桥站407米,5元/㎡/天,116.454386,39.930786
北京,beijing,华腾世纪总部公园,朝阳八里庄|距离地铁1号线四惠东站480米,5.5元/㎡/天,116.517698,39.917423
北京,beijing,御河大厦,朝阳高碑店|距离地铁八通线高碑店站1108米,2.8元/㎡/天,116.531366,39.907249
北京,beijing,东方广场,东城东单|距离地铁1号线王府井站302米,15元/㎡/天,116.420901,39.915725
北京,beijing,枢密院,通州次渠,3.2元/㎡/天,116.551755,39.826358
北京,beijing,天竺万科中心,顺义机场|距离地铁15号线后沙峪站1483米,3.5元/㎡/天,116.5882243,40.1200728
北京,beijing,国航KASO,朝阳三元桥|距离地铁10号线亮马桥站628米,9.58元/㎡/天,116.4689741,39.9606476
北京,beijing,辉煌国际广场,海淀上地|距离地铁昌平线西二旗站414米,5元/㎡/天,116.307834,40.059586
北京,beijing,燕东大厦,朝阳酒仙桥|距离地铁14号线(东)望京南站309米,4元/㎡/天,116.48923,39.98782
北京,beijing,德胜置业大厦,西城德胜门|距离地铁8号线北段安德里北街站1108米,5.5元/㎡/天,116.3892077,39.9682963
北京,beijing,印象里文化产业园,朝阳高碑店|距离地铁八通线高碑店站1412米,6.5元/㎡/天,116.5461872,39.9047883
北京,beijing,国防科技园,海淀魏公村|距离地铁4号线大兴线魏公村站1180米,12.5元/㎡/天,116.316514,39.966231
北京,beijing,艾维克写字楼,朝阳CBD|距离地铁1号线国贸站435米,10元/㎡/天,116.4692286,39.9107292
北京,beijing,星光影视园,大兴西红门|距离地铁4号线大兴线高米店北站2636米,2.4元/㎡/天,116.3681365,39.7790763
北京,beijing,华远好天地中心,通州土桥|距离地铁八通线土桥站927米,2.67元/㎡/天,116.7037321,39.8765304
北京,beijing,京师科技大厦(海淀)-楼库,海淀小西天|距离地铁2号线积水潭站1143米,9元/㎡/天,116.371419,39.963125
北京,beijing,北照企业发展大厦,朝阳安贞|距离地铁8号线北段安华桥站1119米,6元/㎡/天,116.411955,39.969826
北京,beijing,中电信息大厦,海淀人民大学|距离地铁4号线大兴线人民大学站307米,7.77元/㎡/天,116.329984,39.970444
北京,beijing,屯宝中心,朝阳朝外大街|距离地铁2号线朝阳门站911米,6元/㎡/天,116.447078,39.923877
北京,beijing,北辰汇欣大厦,朝阳亚运村|距离地铁15号线安立路站947米,7.5元/㎡/天,116.410793,40.000855
北京,beijing,国粹苑,朝阳四惠|距离地铁1号线四惠东站903米,3.6元/㎡/天,116.514664,39.909309
北京,beijing,MFG东方广场,东城东单|距离地铁1号线王府井站302米,11.36元/㎡/天,116.420901,39.915725
北京,beijing,紫光大厦,海淀学院路|距离地铁13号线五道口站573米,8元/㎡/天,116.338615,40.001157
北京,beijing,来福士广场,东城东直门|距离地铁2号线东直门站183米,16元/㎡/天,116.43889,39.94609
北京,beijing,星光视界中心-金诚光耀,大兴西红门|距离地铁4号线大兴线高米店北站2493米,3元/㎡/天,116.366453,39.778562
北京,beijing,琨莎中心,朝阳三元桥|距离地铁10号线亮马桥站999米,4.3元/㎡/天,116.457089,39.954099
北京,beijing,写字公园,丰台科技园区|距离地铁9号线科怡路站1445米,4.5元/㎡/天,116.286996,39.839997
北京,beijing,北京文化创意大厦,朝阳北苑|距离地铁5号线立水桥南站437米,7.5元/㎡/天,116.422905,40.044511
北京,beijing,鑫三元,海淀皂君庙|距离地铁13号线大钟寺站855米,4.72元/㎡/天,116.343731,39.967522
北京,beijing,共和商务花园,通州马驹桥|距离地铁亦庄线经海路站1160米,2.96元/㎡/天,116.573418,39.799319
北京,beijing,锐创大厦,朝阳CBD|距离地铁10号线金台夕照站186米,6.8元/㎡/天,116.470189,39.923783
北京,beijing,尖子班,通州次渠,2.5元/㎡/天,116.5465861,39.8286021
北京,beijing,正通时代创意中心,朝阳柳芳|距离地铁13号线光熙门站413米,7.5元/㎡/天,116.443023,39.973467
北京,beijing,北京国际会议中心,朝阳奥林匹克公园|距离地铁8号线北段奥体中心站853米,10元/㎡/天,116.409222,39.99573
北京,beijing,方正国际大厦（世联君汇）,海淀中关村|距离地铁4号线大兴线中关村站297米,11元/㎡/天,116.319667,39.990515
北京,beijing,北坞创新园,海淀四季青|距离地铁西郊线茶棚站617米,5元/㎡/天,116.26101,39.986305
北京,beijing,东朝时代广场,朝阳CBD|距离地铁7号线百子湾站652米,4.8元/㎡/天,116.504548,39.904772
北京,beijing,昌盛大厦,西城西单|距离地铁2号线和平门站425米,13元/㎡/天,116.389716,39.910116
北京,beijing,环洋大厦,海淀上地|距离地铁13号线西二旗站351米,10元/㎡/天,116.3088521,40.0602166
北京,beijing,坤讯大厦,海淀知春路|距离地铁10号线西土城站337米,10元/㎡/天,116.356605,39.982591
北京,beijing,天桥艺术大厦,西城天桥|距离地铁8号线南段天桥站327米,7.8元/㎡/天,116.404351,39.891905
北京,beijing,源创空间大厦,朝阳四惠|距离地铁1号线四惠东站1042米,3.73元/㎡/天,116.512988,39.908872
北京,beijing,尚8国际广告园,朝阳双井|距离地铁1号线大望路站741米,4.8元/㎡/天,116.480355,39.9076518
北京,beijing,北京市乡镇企业大厦,朝阳芍药居|距离地铁5号线惠新西街北口站724米,6.5元/㎡/天,116.4313475,39.9916282
北京,beijing,星源国际,朝阳望京|距离地铁15号线望京站446米,3元/㎡/天,116.475353,40.008236
北京,beijing,富兴国际中心,大兴亦庄|距离地铁亦庄线万源街站418米,4.5元/㎡/天,116.5070592,39.8092148
北京,beijing,万东国际文化创意产业园,朝阳定福庄|距离地铁八通线双桥站1038米,4.5元/㎡/天,116.5725399,39.9201621
北京,beijing,骏豪中央公园广场写字楼,朝阳朝阳公园|距离地铁14号线(东)朝阳公园站177米,15元/㎡/天,116.4839984,39.938041
北京,beijing,修正药业大厦,昌平北七家|距离地铁8号线北段平西府站1920米,2.5元/㎡/天,116.374244,40.107144
北京,beijing,华腾北搪商务大厦,朝阳劲松|距离地铁10号线劲松站511米,4.5元/㎡/天,116.473948,39.890563
北京,beijing,东环国际大厦,朝阳双井|距离地铁7号线双井站331米,6.5元/㎡/天,116.468977,39.902142
